drugbank_id	target_id	target_name	target_organism	swissprot_id	gene_name	cellular_location
DB02990	BE0000332	Enoyl-[acyl-carrier-protein] reductase [NADH]	Mycobacterium tuberculosis	P0A5Y6	inhA	
DB02991	BE0000067	Nitric oxide synthase, brain	Human	P29475	NOS1	Sarcolemma; sarcolemmal membrane; peripheral membrane protein. In skeletal muscle, it is localized b
DB02992	BE0001253	2-dehydro-3-deoxyphosphooctonate aldolase	Aquifex aeolicus (strain VF5)	O66496	kdsA	Cytoplasm
DB02994	BE0001210	Gag-Pol polyprotein	HIV-1	P12497	gag-pol	Nucleus. Cytoplasm (By similarity). Note=Following virus entry, the nuclear localization signal (NLS
DB02994	BE0000263	Nitric oxide synthase, endothelial	Human	P29474	NOS3	
DB02994	BE0000747	Aldose reductase	Human	P15121	AKR1B1	Cytoplasm
DB02994	BE0003945	Guanine nucleotide-binding protein G(t) subunit alpha-1	Human	P11488	GNAT1	
DB02995	BE0001291	UDP-N-acetylglucosamine 1-carboxyvinyltransferase	Enterobacter cloacae subsp. cloacae (strain ATCC 13047 / DSM 30054 / NBRC 13535 / NCDC 279-56)	P33038	murA	Cytoplasm (Probable)
DB02996	BE0003872	Disintegrin and metalloproteinase domain-containing protein 28	Human	Q9UKQ2	ADAM28	Isoform 2:Secreted
DB02998	BE0000557	Progesterone receptor	Human	P06401	PGR	Nucleus
DB02998	BE0000132	Androgen receptor	Human	P10275	AR	Nucleus
DB02998	BE0003740	Nuclear receptor coactivator 2	Human	Q15596	NCOA2	Nucleus
DB02999	BE0000829	Glutamate receptor 2	Human	P42262	GRIA2	Membrane; multi-pass membrane protein
DB02999	BE0000826	Glutamate receptor ionotropic, kainate 2	Human	Q13002	GRIK2	Membrane; multi-pass membrane protein
DB03000	BE0001403	Thymidine kinase	HHV-1	P03176	TK	
DB03003	BE0002062	Glutathione S-transferase GstA	Escherichia coli (strain K12)	P0A9D2	gst	Cytoplasm
DB03003	BE0000812	Glutathione S-transferase Mu 4	Human	Q03013	GSTM4	Cytoplasm
DB03003	BE0002281	Glutathione S-transferase A1	Human	P08263	GSTA1	Cytoplasm
DB03003	BE0000814	Glutathione S-transferase P	Human	P09211	GSTP1	
DB03005	BE0000426	Acetylcholinesterase	Human	P22303	ACHE	Cytoplasmic
DB03006	BE0003751	Lysozyme C	Human	P61626	LYZ	
DB03008	BE0003505	Alpha-mannosidase 2	Human	Q16706	MAN2A1	Golgi apparatus membrane
DB03010	BE0001425	Tubulin alpha-3C/D chain	Human	Q13748	TUBA3C	Cytoplasmic
DB03010	BE0000143	Tubulin beta chain	Human	P07437	TUBB	Cytoplasmic
DB03010	BE0000026	Tubulin beta-1 chain	Human	Q9H4B7	TUBB1	Cytoplasmic
DB03010	BE0001367	Tubulin beta-4B chain	Human	P68371	TUBB2C	Cytoplasmic
DB03010	BE0001408	Tubulin beta-4A chain	Human	P04350	TUBB4	Cytoplasmic
DB03010	BE0001391	Tubulin alpha-4A chain	Human	P68366	TUBA4A	Cytoplasmic
DB03010	BE0001415	Tubulin beta-3 chain	Human	Q13509	TUBB3	Cytoplasmic
DB03010	BE0001388	Tubulin alpha-1C chain	Human	Q9BQE3	TUBA1C	Cytoplasmic
DB03010	BE0001359	Tubulin alpha-8 chain	Human	Q9NY65	TUBA8	Cytoplasmic
DB03010	BE0001275	Tubulin alpha-1B chain	Human	P68363	TUBA1B	Cytoplasmic
DB03010	BE0001340	Tubulin alpha-1A chain	Human	Q71U36	TUBA1A	Cytoplasmic
DB03011	BE0001587	Nuclease P1	Penicillium citrinum	P24289		Secreted protein
DB03012	BE0003753	Carboxypeptidase A1	Human	P15085	CPA1	Secreted
DB03013	BE0001605	Chitobiase	Serratia marcescens	Q54468	chb	Periplasm
DB03013	BE0003751	Lysozyme C	Human	P61626	LYZ	
DB03013	BE0000259	Beta-1,4-galactosyltransferase 1	Human	P15291	B4GALT1	Isoform Long, isoform Short:Golgi apparatus; Golgi stack; Golgi stack membrane; single-pass type II 
DB03015	BE0002214	Adenosine deaminase	Human	P00813	ADA	Cytoplasmic
DB03016	BE0001739	Trypsin-1	Human	P07477	PRSS1	Secreted protein; extracellular space
DB03018	BE0001229	Nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	Q05603	cobT	
DB03019	BE0001072	Cyclin-dependent kinase 2	Human	P24941	CDK2deltaT	
DB03020	BE0000465	Alcohol dehydrogenase 1C	Human	P00326	ADH1C	Cytoplasm
DB03021	BE0002101	Actin, alpha skeletal muscle	Human	P68133	ACTA1	Cytoplasm
DB03022	BE0001270	6,7-dimethyl-8-ribityllumazine synthase	Mycobacterium tuberculosis	P66034	ribH	
DB03023	BE0000842	Tyrosine-protein kinase Lck	Human	P06239	LCK	Cytoplasm. Cell membrane; lipid-anchor; cytoplasmic side. Present in lipid rafts in an unactive form
DB03023	BE0004315	Tyrosine-protein kinase Lyn	Human	P07948	LYN	Cell membrane. Nucleus. Cytoplasm. Cytoplasm, perinuclear region. Golgi apparatus
DB03023	BE0000838	Proto-oncogene tyrosine-protein kinase Src	Human	P12931	SRC	
DB03024	BE0000270	Renin	Human	P00797	REN	Secreted protein. Membrane. Associated to membranes via binding to ATP6AP2
DB03026	BE0003844	Triosephosphate isomerase	Human	P60174	TPI1	
DB03026	BE0001905	Methylglyoxal synthase	Shigella flexneri	P0A733	mgsA	Cytoplasm
DB03026	BE0001878	Rhamnulose-1-phosphate aldolase	Escherichia coli (strain K12)	P32169	rhaD	Cytoplasm
DB03026	BE0002033	L-fuculose phosphate aldolase	Escherichia coli (strain K12)	P0AB87	fucA	
DB03026	BE0002054	D-tagatose-1,6-bisphosphate aldolase subunit KbaY	Escherichia coli (strain K12)	P0AB74	kbaY	
DB03026	BE0002021	Fructose-bisphosphate aldolase class 2	Escherichia coli (strain K12)	P0AB71	fbaA	
DB03028	BE0000941	Cathepsin D	Human	P07339	CTSD	Lysosome. Melanosome. Note=Identified by mass spectrometry in melanosome fractions from stage I to s
DB03029	BE0001248	Lysozyme	Enterobacteria phage T4	P00720	E	Cytoplasmic
DB03030	BE0002006	Enoyl-[acyl-carrier-protein] reductase [NADH] FabI	Escherichia coli (strain K12)	P0AEK4	fabI	Cell inner membrane; peripheral membrane protein
DB03031	BE0001246	Camphor 5-monooxygenase	Pseudomonas putida	P00183	camC	
DB03032	BE0000812	Glutathione S-transferase Mu 4	Human	Q03013	GSTM4	Cytoplasm
DB03033	BE0000966	Collagenase 3	Human	P45452	MMP13	Cytoplasmic
DB03033	BE0001116	Stromelysin-1	Human	P08254	MMP3	Cytoplasmic
DB03034	BE0001790	Autolysin	Streptococcus pneumoniae serotype 4 (strain ATCC BAA-334 / TIGR4)	P06653	lytA	Cytoplasmic
DB03035	BE0001209	Casein kinase II subunit alpha	Human	P68400	CSNK2A1	
DB03037	BE0002498	ActVA 6 protein	Streptomyces coelicolor		actVA 6	
DB03038	BE0001438	Thymidylate synthase	Escherichia coli (strain K12)	P0A884	thyA	Cytoplasm
DB03039	BE0000322	Carbonic anhydrase 2	Human	P00918	CA2	Cytoplasm
DB03040	BE0000994	Lactotransferrin	Human	P02788	LTF	Secreted protein
DB03041	BE0002000	UDP-glucose 6-dehydrogenase	Streptococcus pyogenes	P0C0F4	hasB	
DB03041	BE0001872	Galactosylgalactosylxylosylprotein 3-beta-glucuronosyltransferase 3	Human	O94766	B3GAT3	Golgi apparatus; Golgi apparatus membrane; single-pass type II membrane protein
DB03042	BE0001469	Glucose-6-phosphate isomerase B	Geobacillus stearothermophilus	P13376	pgiB	Cytoplasm
DB03042	BE0001199	Glucose-6-phosphate isomerase	Human	P06744	GPI	Cytoplasm
DB03044	BE0001019	Mitogen-activated protein kinase 14	Human	Q16539	MAPK14	Cytoplasm. Nucleus (By similarity)
DB03045	BE0001422	Acetyl-CoA acetyltransferase	Zoogloea ramigera	P07097	phbA	Cytoplasm
DB03046	BE0000895	Urokinase-type plasminogen activator	Human	P00749	PLAU	Secreted protein
DB03048	BE0000960	Dihydropyrimidine dehydrogenase [NADP(+)]	Human	Q12882	DPYD	Cytoplasm
DB03049	BE0001511	Cysteine desulfurase	Escherichia coli (strain K12)	P77444	sufS	Cytoplasm
DB03050	BE0004511	Rab GDP dissociation inhibitor alpha	Human	P31150	GDI1	
DB03051	BE0001870	Quinohemoprotein ethanol dehydrogenase type-1	Comamonas testosteroni	Q46444	qheDH	Periplasm (Potential)
DB03051	BE0001787	Bifunctional protein PutA	Escherichia coli (strain K12)	P09546	putA	Cytoplasmic
DB03052	BE0001893	Thromboxane-A synthase	Human	P24557	TBXAS1	Membrane; multi-pass membrane protein
DB03053	BE0001378	1-aminocyclopropane-1-carboxylate deaminase	Pseudomonas sp. (strain ACP)	Q00740	acdS	Cytoplasmic
DB03056	BE0002705	Liver carboxylesterase 1	Human	P23141	CES1	Endoplasmic reticulum
DB03057	BE0002015	Beta-lactamase SHV-1	Escherichia coli	P0AD63	bla	Cytoplasmic
DB03058	BE0001840	Complement factor D	Human	P00746	CFD	Secreted protein
DB03059	BE0002684	1,4-Dihydroxy-2-naphthoyl-CoA synthase	Mycobacterium tuberculosis	O06414	menB	
DB03059	BE0002938	Acyl-CoA dehydrogenase, short-chain specific	Megasphaera elsdenii	Q06319		
DB03059	BE0002703	HMG-CoA synthase	Staphylococcus aureus	Q06319	mvaS	
DB03059	BE0002695	3-hydroxy-3-methylglutaryl CoA synthase	Staphylococcus aureus (strain MW2)	Q06319	mvaS	
DB03059	BE0000377	Hydroxyacyl-coenzyme A dehydrogenase, mitochondrial	Human	Q16836	HADH	Mitochondrion; mitochondrial matrix
DB03059	BE0001422	Acetyl-CoA acetyltransferase	Zoogloea ramigera	P07097	phbA	Cytoplasm
DB03059	BE0000762	Short-chain specific acyl-CoA dehydrogenase, mitochondrial	Human	P16219	ACADS	Mitochondrion; mitochondrial matrix
DB03059	BE0004500	Enoyl-CoA hydratase, mitochondrial	Human	P30084	ECHS1	
DB03060	BE0000330	Dihydrofolate reductase	Human	P00374	DHFR	
DB03061	BE0000465	Alcohol dehydrogenase 1C	Human	P00326	ADH1C	Cytoplasm
DB03062	BE0001502	Glycylpeptide N-tetradecanoyltransferase	Yeast	P30418	NMT1	Cytoplasm
DB03062	BE0004329	Glycylpeptide N-tetradecanoyltransferase 1	Human	P30419	NMT1	Cytoplasm
DB03063	BE0001694	Plasmepsin-2	Plasmodium falciparum	P46925		Vacuole
DB03064	BE0003766	Hydroxyacid oxidase 1	Human	Q9UJM8	HAO1	Peroxisome
DB03065	BE0000263	Nitric oxide synthase, endothelial	Human	P29474	NOS3	
DB03066	BE0001647	(S)-2-haloacid dehalogenase	Pseudomonas sp. (strain YL)	Q53464		Cytoplasmic
DB03067	BE0000916	Glycogen phosphorylase, muscle form	Human	P11217	PYGM	
DB03068	BE0002035	Cytidine deaminase	Escherichia coli (strain K12)	P0ABF6	cdd	Cytoplasmic
DB03069	BE0001707	CDP-glucose 4,6-dehydratase	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	P26397	rfbG	
DB03070	BE0000722	Inosine-5'-monophosphate dehydrogenase 2	Human	P12268	IMPDH2	
DB03072	BE0001717	Poly [ADP-ribose] polymerase 1	Human	P09874	PARP1	Nucleus
DB03073	BE0001717	Poly [ADP-ribose] polymerase 1	Human	P09874	PARP1	Nucleus
DB03074	BE0001405	Queuine tRNA-ribosyltransferase	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	P28720	tgt	
DB03075	BE0001499	S-adenosylmethionine synthase	Shigella flexneri	P0A820	metK	Cytoplasm
DB03076	BE0002050	Gag-Pol polyprotein	HIV-1	P03366	gag-pol	Nucleus. Cytoplasm (By similarity). Note=Following virus entry, the nuclear localization signal (NLS
DB03077	BE0001496	Cholera enterotoxin subunit B	Vibrio cholerae serotype O1 (strain ATCC 39315 / El Tor Inaba N16961)	P01556	ctxB	
DB03077	BE0004186	Cholera enterotoxin B subunit	Vibrio cholerae	P01556	ctxB	
DB03078	BE0000838	Proto-oncogene tyrosine-protein kinase Src	Human	P12931	SRC	
DB03079	BE0001229	Nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	Q05603	cobT	
DB03080	BE0001120	Heat shock protein HSP 90-alpha	Human	P07900	HSP90AA1	Cytoplasm. Melanosome. Note=Identified by mass spectrometry in melanosome fractions from stage I to 
DB03081	BE0001739	Trypsin-1	Human	P07477	PRSS1	Secreted protein; extracellular space
DB03082	BE0000895	Urokinase-type plasminogen activator	Human	P00749	PLAU	Secreted protein
DB03083	BE0003334	Casein kinase I isoform gamma-2	Human	P78368	CSNK1G2	Cytoplasm
DB03084	BE0001097	Mitogen-activated protein kinase 10	Human	P53779	MAPK10	Cytoplasm
DB03085	BE0001089	Glucose-6-phosphate 1-dehydrogenase	Human	P11413	G6PD	
DB03085	BE0001590	Glycine oxidase	Bacillus subtilis (strain 168)	O31616	thiO	Cytoplasm (Probable)
DB03086	BE0001534	Methionine aminopeptidase 2	Human	P50579	METAP2	Cytoplasmic
DB03087	BE0004320	Epididymal-specific lipocalin-9	Human	Q8WX39	LCN9	Secreted
DB03088	BE0000163	Vascular endothelial growth factor A	Human	P15692	VEGFA	Secreted protein. VEGF121 is acidic and freely secreted. VEGF165 is more basic, has heparin-binding 
DB03088	BE0002639	Pancreatic alpha-amylase	Human	P04746	AMY2A	Secreted protein
DB03088	BE0004465	Ig lambda-1 chain C regions	Human	P0CG04	IGLC1	
DB03088	BE0002939	Ig lambda chain V-II region MGC	Human	P01709		
DB03088	BE0004464	Trefoil factor 2	Human	Q03403	TFF2	
DB03088	BE0002913	Cytochrome c2	Rhodopseudomonas palustris (strain ATCC BAA-98 / CGA009)	P00091	cycA	
DB03088	BE0003872	Disintegrin and metalloproteinase domain-containing protein 28	Human	Q9UKQ2	ADAM28	Isoform 2:Secreted
DB03088	BE0002940	Endo-1,4-beta-xylanase	Bacillus agaradhaerens	Q9UKQ2		Cytoplasmic
DB03088	BE0002802	Dissimilatory copper-containing nitrite reductase	Alcaligenes xylosoxydans xylosoxydans	Q9UKQ2	nir	
DB03088	BE0004492	Keratin-associated protein 5-2	Human	Q701N4	KRTAP5-2	
DB03088	BE0004439	Orexin	Human	O43612	HCRT	
DB03088	BE0002941	C-C motif chemokine 8	Human	P80075	CCL8	Secreted protein
DB03088	BE0002942	Cytochrome c'	Alcaligenes xylosoxydans xylosoxydans	P00138		Periplasm
DB03088	BE0004457	Alpha-amylase 2B	Human	P19961	AMY2B	
DB03088	BE0001181	Angiogenin	Human	P03950	ANG	Secreted protein
DB03088	BE0001329	Chondroitinase-B	Pedobacter heparinus (strain ATCC 13125 / DSM 2366 / NCIB 9290)	Q46079	cslB	
DB03088	BE0001671	Alpha-amylase 1	Human	P04745	AMY1A	Secreted protein
DB03089	BE0001291	UDP-N-acetylglucosamine 1-carboxyvinyltransferase	Enterobacter cloacae subsp. cloacae (strain ATCC 13047 / DSM 30054 / NBRC 13535 / NCDC 279-56)	P33038	murA	Cytoplasm (Probable)
DB03090	BE0004793	Candidapepsin-2	Yeast	P0DJ06	SAP2	Secreted protein
DB03091	BE0002030	ATP synthase subunit b	Escherichia coli (strain K12)	P0ABA0	atpF	Cell inner membrane; single-pass membrane protein
DB03092	BE0001671	Alpha-amylase 1	Human	P04745	AMY1A	Secreted protein
DB03092	BE0002639	Pancreatic alpha-amylase	Human	P04746	AMY2A	Secreted protein
DB03092	BE0004457	Alpha-amylase 2B	Human	P19961	AMY2B	
DB03093	BE0001120	Heat shock protein HSP 90-alpha	Human	P07900	HSP90AA1	Cytoplasm. Melanosome. Note=Identified by mass spectrometry in melanosome fractions from stage I to 
DB03095	BE0001521	UDP-glucose 4-epimerase	Human	Q14376	GALE	
DB03096	BE0000941	Cathepsin D	Human	P07339	CTSD	Lysosome. Melanosome. Note=Identified by mass spectrometry in melanosome fractions from stage I to s
DB03097	BE0001344	Alanine racemase	Geobacillus stearothermophilus	P10724	alr	
DB03098	BE0001301	Monomeric sarcosine oxidase	Bacillus sp. (strain B-0618)	P40859	soxA	Cytoplasm
DB03100	BE0000005	Nitric oxide synthase, inducible	Human	P35228	NOS2	
DB03100	BE0000263	Nitric oxide synthase, endothelial	Human	P29474	NOS3	
DB03101	BE0001224	Uridine phosphorylase	Escherichia coli (strain K12)	P12758	udp	Cytoplasm
DB03101	BE0000250	Purine nucleoside phosphorylase	Human	P00491	PNP	
DB03102	BE0000623	Tyrosine-protein phosphatase non-receptor type 1	Human	P18031	PTPN1	Endoplasmic reticulum; endoplasmic reticulum membrane; peripheral membrane protein; cytoplasmic side
DB03103	BE0003106	Nucleoside diphosphate kinase A	Human	P15531	NME1	Cytoplasm. Nucleus
DB03104	BE0000838	Proto-oncogene tyrosine-protein kinase Src	Human	P12931	SRC	
DB03106	BE0001955	1-phosphatidylinositol phosphodiesterase	Bacillus cereus	P14262		Secreted protein
DB03106	BE0000978	Glucosylceramidase	Human	P04062	GBA	Lysosome; lysosomal membrane; peripheral membrane protein; lumenal side. Note=Interaction with sapon
DB03106	BE0002943	1-phosphatidylinositol phosphodiesterase	Listeria monocytogenes serovar 1/2a (strain ATCC BAA-679 / EGD-e)	P34024	plcA	Secreted protein. Cytoplasm
DB03106	BE0002199	CDP-diacylglycerol--inositol 3-phosphatidyltransferase	Human	O14735	CDIPT	Endoplasmic reticulum
DB03107	BE0001387	Pantothenate synthetase	Mycobacterium tuberculosis	P0A5R0	panC	
DB03108	BE0002944	Ribose-5-phosphate isomerase B	Mycobacterium tuberculosis	Q79FD7	rpiB	
DB03109	BE0001584	Chitinase B	Serratia marcescens	P11797	chiB	Cytoplasmic
DB03109	BE0001649	Chitinase A	Serratia marcescens	P07254	chiA	Cytoplasmic
DB03109	BE0001058	Chitotriosidase-1	Human	Q13231	CHIT1	Secreted protein. Lysosome. Note=A small proportion is lysosomal
DB03110	BE0001019	Mitogen-activated protein kinase 14	Human	Q16539	MAPK14	Cytoplasm. Nucleus (By similarity)
DB03111	BE0001326	Ferrichrome-iron receptor	Escherichia coli (strain K12)	P06971	fhuA	Cell outer membrane; multi-pass membrane protein
DB03112	BE0001668	Streptavidin	Streptomyces avidinii	P22629		Secreted protein
DB03113	BE0001394	2-dehydro-3-deoxyphosphooctonate aldolase	Shigella flexneri	P0A716	kdsA	Cytoplasm
DB03114	BE0000838	Proto-oncogene tyrosine-protein kinase Src	Human	P12931	SRC	
DB03115	BE0000870	Dual specificity mitogen-activated protein kinase kinase 1	Human	Q02750	MAP2K1	
DB03116	BE0001381	3-phosphoshikimate 1-carboxyvinyltransferase	Escherichia coli (strain K12)	P0A6D3	aroA	Cytoplasm (Probable)
DB03117	BE0001595	Methylmalonyl-CoA decarboxylase	Escherichia coli (strain K12)	P52045	mmcD	
DB03118	BE0001210	Gag-Pol polyprotein	HIV-1	P12497	gag-pol	Nucleus. Cytoplasm (By similarity). Note=Following virus entry, the nuclear localization signal (NLS
DB03120	BE0003751	Lysozyme C	Human	P61626	LYZ	
DB03120	BE0003970	Pro-cathepsin H	Human	P09668	CTSH	Lysosome
DB03121	BE0001640	Phospholipase A2, membrane associated	Human	P14555	PLA2G2A	Membrane; peripheral membrane protein
DB03124	BE0001162	Caspase-3	Human	P42574	CASP3	Cytoplasm
DB03125	BE0001614	Dihydrofolate reductase	Lactobacillus casei	P00381	folA	
DB03125	BE0000330	Dihydrofolate reductase	Human	P00374	DHFR	
DB03126	BE0003893	Myosin-14	Human	Q7Z406	MYH14	
DB03127	BE0001586	Kallikrein-6	Human	Q92876	KLK6	Secreted protein
DB03127	BE0004529	Trypsin-2	Human	P07478	PRSS2	
DB03127	BE0001583	Trypsin-3	Human	P35030	PRSS3	Secreted protein
DB03127	BE0002833	Copper transport protein ATOX1	Human	O00244	ATOX1	
DB03127	BE0001764	Enoyl-CoA delta isomerase 1, mitochondrial	Human	P42126	DCI	Mitochondrion; mitochondrial matrix
DB03127	BE0001624	Trypsin	Streptomyces griseus	P00775	sprT	Cytoplasmic
DB03127	BE0001656	Suppressor of tumorigenicity 14 protein	Human	Q9Y5Y6	ST14	Membrane; single-pass type II membrane protein (Probable)
DB03127	BE0000895	Urokinase-type plasminogen activator	Human	P00749	PLAU	Secreted protein
DB03127	BE0001739	Trypsin-1	Human	P07477	PRSS1	Secreted protein; extracellular space
DB03127	BE0001209	Casein kinase II subunit alpha	Human	P68400	CSNK2A1	
DB03128	BE0000426	Acetylcholinesterase	Human	P22303	ACHE	Cytoplasmic
DB03129	BE0001583	Trypsin-3	Human	P35030	PRSS3	Secreted protein
DB03130	BE0000962	Lactoylglutathione lyase	Human	Q04760	GLO1	
DB03132	BE0001603	Triosephosphate isomerase, glycosomal	Trypanosoma cruzi	P52270		Glycosome
DB03132	BE0003844	Triosephosphate isomerase	Human	P60174	TPI1	
DB03133	BE0000916	Glycogen phosphorylase, muscle form	Human	P11217	PYGM	
DB03134	BE0001297	2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase	Unknown prokaryotic organism	P56220	dapD	Cytoplasm
DB03135	BE0003844	Triosephosphate isomerase	Human	P60174	TPI1	
DB03136	BE0000048	Prothrombin	Human	P00734	F2	Secreted protein; extracellular space
DB03136	BE0001739	Trypsin-1	Human	P07477	PRSS1	Secreted protein; extracellular space
DB03136	BE0000895	Urokinase-type plasminogen activator	Human	P00749	PLAU	Secreted protein
DB03137	BE0001120	Heat shock protein HSP 90-alpha	Human	P07900	HSP90AA1	Cytoplasm. Melanosome. Note=Identified by mass spectrometry in melanosome fractions from stage I to 
DB03138	BE0001876	Protein ArsC	Staphylococcus aureus	P0A006	arsC	Cytoplasmic
DB03139	BE0001668	Streptavidin	Streptomyces avidinii	P22629		Secreted protein
DB03140	BE0001358	Beta-lactamase	Escherichia coli (strain K12)	P00811	ampC	Periplasm
DB03141	BE0002050	Gag-Pol polyprotein	HIV-1	P03366	gag-pol	Nucleus. Cytoplasm (By similarity). Note=Following virus entry, the nuclear localization signal (NLS
DB03141	BE0003328	V-1 protease	Human immunodeficiency virus 1	P03366	ORF	Cytoplasmic
DB03142	BE0002039	Arabinose operon regulatory protein	Escherichia coli (strain K12)	P0A9E0	araC	Cytoplasm
DB03142	BE0001678	L-arabinose-binding periplasmic protein	Escherichia coli (strain K12)	P02924	araF	Periplasm
DB03142	BE0002844	Aldose 1-epimerase	Lactococcus lactis	P02924	galM	
DB03143	BE0001846	ATP synthase subunit c, sodium ion specific	Propionigenium modestum	P21905	atpE	Cytoplasmic
DB03144	BE0000263	Nitric oxide synthase, endothelial	Human	P29474	NOS3	
DB03144	BE0001433	Nitric oxide synthase oxygenase	Bacillus subtilis (strain 168)	O34453	nos	
DB03144	BE0000005	Nitric oxide synthase, inducible	Human	P35228	NOS2	
DB03144	BE0000286	Arginase-1	Human	P05089	ARG1	Cytoplasm
DB03144	BE0000067	Nitric oxide synthase, brain	Human	P29475	NOS1	Sarcolemma; sarcolemmal membrane; peripheral membrane protein. In skeletal muscle, it is localized b
DB03145	BE0001327	Thiamine-phosphate synthase	Bacillus subtilis (strain 168)	P39594	thiE	
DB03146	BE0001441	Adenylosuccinate synthetase	Escherichia coli (strain K12)	P0A7D4	purA	Cytoplasm
DB03147	BE0001720	UDP-galactopyranose mutase	Escherichia coli (strain K12)	P37747	glf	
DB03147	BE0001704	Flavohemoprotein	Cupriavidus necator (strain ATCC 17699 / H16 / DSM 428 / Stanier 337)	P39662	hmp	Cytoplasm
DB03147	BE0001590	Glycine oxidase	Bacillus subtilis (strain 168)	O31616	thiO	Cytoplasm (Probable)
DB03147	BE0002364	NADPH--cytochrome P450 reductase	Human	P16435	POR	Endoplasmic reticulum
DB03147	BE0001921	Glutaryl-CoA dehydrogenase, mitochondrial	Human	Q92947	GCDH	Mitochondrion; mitochondrial matrix
DB03147	BE0001745	Medium-chain specific acyl-CoA dehydrogenase, mitochondrial	Human	P11310	ACADM	Mitochondrion; mitochondrial matrix
DB03147	BE0004141	D-amino-acid oxidase	Human	P14920	DAO	Peroxisome
DB03147	BE0001787	Bifunctional protein PutA	Escherichia coli (strain K12)	P09546	putA	Cytoplasmic
DB03147	BE0001969	Deoxyribodipyrimidine photo-lyase	Thermus thermophilus (strain HB8 / ATCC 27634 / DSM 579)	P61497	phr	
DB03147	BE0002198	Amine oxidase [flavin-containing] A	Human	P21397	MAOA	Mitochondrion
DB03147	BE0000762	Short-chain specific acyl-CoA dehydrogenase, mitochondrial	Human	P16219	ACADS	Mitochondrion; mitochondrial matrix
DB03147	BE0004566	L-amino-acid oxidase	Human	Q96RQ9	IL4I1	
DB03147	BE0001961	2,4-dienoyl-CoA reductase [NADPH]	Escherichia coli (strain K12)	P42593	fadH	
DB03147	BE0001784	2-oxopropyl-CoM reductase, carboxylating	Xanthobacter autotrophicus (strain ATCC BAA-1158 / Py2)	Q56839	xecC	
DB03147	BE0001543	p-hydroxybenzoate hydroxylase	Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG 12228)	P20586	pobA	
DB03147	BE0000067	Nitric oxide synthase, brain	Human	P29475	NOS1	Sarcolemma; sarcolemmal membrane; peripheral membrane protein. In skeletal muscle, it is localized b
DB03147	BE0001184	NAD(P)H dehydrogenase [quinone] 1	Human	P15559	NQO1	Cytoplasm
DB03147	BE0001523	p-hydroxybenzoate hydroxylase	Pseudomonas fluorescens	P00438	pobA	
DB03147	BE0001487	Fumarate reductase flavoprotein subunit	Shewanella oneidensis (strain MR-1)	P83223	SO_0970	Periplasm
DB03147	BE0004574	ERO1-like protein beta	Human	Q86YB8	ERO1LB	
DB03147	BE0000648	Glutathione reductase, mitochondrial	Human	P00390	GSR	Mitochondrion. Cytoplasm
DB03147	BE0001382	NADPH-ferredoxin reductase FprA	Mycobacterium tuberculosis	O05783	fprA	
DB03147	BE0000160	NADH-cytochrome b5 reductase 3	Human	P00387	CYB5R3	Isoform 1:Endoplasmic reticulum; endoplasmic reticulum membrane; lipid-anchor; cytoplasmic side. Mit
DB03147	BE0001550	Cholesterol oxidase	Streptomyces sp. (strain SA-COO)	P12676	choA	Secreted protein
DB03147	BE0001409	Thymidylate synthase ThyX	Thermotoga maritima (strain ATCC 43589 / MSB8 / DSM 3109 / JCM 10099)	Q9WYT0	thyX	
DB03147	BE0001354	Pyruvate oxidase	Lactobacillus plantarum (strain ATCC BAA-793 / NCIMB 8826 / WCFS1)	P37063	pox5	
DB03147	BE0002067	Thioredoxin reductase	Escherichia coli (strain K12)	P0A9P4	trxB	Cytoplasm
DB03147	BE0000298	Glutathione reductase	Escherichia coli (strain K12)	P06715	gor	Cytoplasm
DB03147	BE0002064	5,10-methylenetetrahydrofolate reductase	Escherichia coli (strain K12)	P0AEZ1	metF	
DB03147	BE0001301	Monomeric sarcosine oxidase	Bacillus sp. (strain B-0618)	P40859	soxA	Cytoplasm
DB03147	BE0001551	Trypanothione reductase	Trypanosoma cruzi	P28593	TPR	Cytoplasm
DB03147	BE0000220	Ribosyldihydronicotinamide dehydrogenase [quinone]	Human	P16083	NQO2	Cytoplasm
DB03147	BE0000397	Isovaleryl-CoA dehydrogenase, mitochondrial	Human	P26440	IVD	Mitochondrion; mitochondrial matrix
DB03147	BE0002204	Xanthine dehydrogenase/oxidase	Human	P47989	XDH	Peroxisome
DB03147	BE0001230	Cholesterol oxidase	Brevibacterium sterolicum	P22637	choB	Secreted protein
DB03147	BE0002961	N,N-dimethylglycine oxidase	Arthrobacter globiformis	P22637	dmg	
DB03147	BE0002597	NADH peroxidase	Enterococcus faecalis (strain ATCC 700802 / V583)	P37062	npr	
